pH,TDS,Turbidity,Safe
10.33767086,518.977153,5.063108915,0
5.287982808,288.3514711,3.311034005,0
7.617524134,314.4258339,3.698317397,1
7.149124568,514.7330832,3.787033415,1
8.651389727,376.3144459,3.26640974,0
5.290004371,493.8554892,3.532322498,0
5.369584181,567.2016749,3.357484436,0
8.747271524,404.6721081,4.764707508,0
8.040392261,346.5407289,3.017795963,1
8.550427815,292.3158365,4.903869628,0
7.739325711,487.4345548,3.645785495,1
7.104594899,442.7413888,4.763057991,1
6.988206155,366.8024836,1.899683002,1
7.86978187,401.7409214,4.219575578,1
8.85969604,402.6006572,4.575331195,0
7.39754401,426.3695925,3.947137888,1
5.174896032,517.4366759,3.44502808,0
5.470981822,556.9562714,3.844019871,0
6.711814601,339.116587,3.413646703,1
4.933106138,547.7021369,1.45,0
6.260891634,343.2655565,4.397386192,0
7.693555235,493.440244,2.750695905,1
5.622807135,460.8942124,3.992956901,0
6.174884306,317.5833671,3.623297793,0
5.039406776,374.9946896,3.1269559,0
7.756939183,382.8798437,3.870338847,1
9.809996387,515.6312051,5.538200508,0
8.479592799,463.0193727,4.221265969,1
8.862867931,398.9188595,5.758675719,0
6.155738624,308.0860503,3.685975828,0
7.287286375,305.8275349,3.504265055,1
9.065894194,548.5744617,4.299502546,0
9.314522392,344.4204348,3.092940473,0
9.759937781,337.7730515,5.381745882,0
7.985406394,473.3300783,4.752451739,1
8.108350799,407.7417133,4.753358184,1
8.243090986,310.7711779,3.550716831,1
10.28937961,411.1474331,3.500166976,0
3.989032078,414.4270167,4.409414176,0
8.519639043,437.2989953,3.427251407,0
4.495357679,325.099756,4.962899585,0
5.620533436,564.2031775,3.439475848,0
8.552993665,445.5626438,3.108673907,0
10.2099558,374.6757383,4.112597752,0
6.588207965,422.3892918,3.972255856,1
8.558388775,378.1203925,3.946227719,0
8.426906357,409.7422238,4.244513927,1
7.207538608,294.3100808,4.295189193,1
10.22768969,532.3111875,4.78632982,0
6.580043295,456.2331895,4.756446279,1
10.81783108,353.0699388,3.590841128,0
5.093675135,534.7114545,4.552571442,0
5.264283802,450.2956957,5.100239665,0
7.971298747,547.3253178,2.439140009,1
8.35035104,433.4760113,3.507227581,1
4.032060534,535.6525599,4.814235096,0
9.842056294,342.9790126,4.179197763,0
7.664628097,443.8947357,3.48740688,1
7.260319682,443.5480065,4.282314756,1
9.537878629,389.4711494,3.024556641,0
7.248991198,433.7443917,4.255979651,1
6.96820896,349.8160843,3.63264389,1
6.150553015,325.721747,4.810537179,0
6.300755509,441.0525706,5.708111883,0
6.920799599,285.4124362,4.915733469,1
6.481890279,569.5692234,5.002360533,0
7.309596474,487.6980521,4.048202463,1
5.967274228,625.3467725,3.914543611,0
8.63127,374.7947194,3.640944003,0
9.172624519,482.4450256,3.686395202,0
3.337628998,393.2934779,3.300191883,0
6.283678795,374.3178878,4.48077131,0
8.761768405,419.6622002,4.673547855,0
6.61673069,434.1984358,3.622379242,1
7.734569203,445.5559008,3.821455975,1
6.971577182,385.0189506,3.226348501,1
4.709186747,465.4998707,3.860083952,0
5.23000319,346.5203097,3.045612106,0
5.27418539,428.9480234,4.364426392,0
8.433443104,284.7744589,3.824734138,1
6.847863212,641.5860871,4.92119573,0
7.26354507,486.6379375,3.950529737,1
6.733266883,344.5151501,3.765693648,1
7.777665366,461.2097797,4.683334813,1
6.103731305,498.9335185,3.38304892,0
6.665774201,420.6076491,4.903553219,1
4.959852811,462.4397372,3.455044818,0
6.397905014,491.4779238,3.958543451,0
8.140344463,482.2944042,4.362792108,1
6.850625418,503.8430011,2.59383368,1
6.71477688,447.3946851,4.68485347,1
4.337119469,474.1478985,4.40163526,0
8.433290824,414.9020172,3.631542932,1
7.274212567,506.3759338,4.7102563,1
6.579184951,344.056871,3.813556321,1
8.651023363,395.4043622,3.644278972,0
8.357612993,407.0173979,4.366242228,1
6.658741558,573.8147436,3.400987615,1
10.50378654,530.07252,5.370457701,0
6.332386866,428.6613982,5.159001749,0
6.730427772,378.7710756,3.961942035,1
8.2977832,411.3020866,4.239220572,1
6.259267533,475.3018837,3.932141959,0
8.076126298,467.0904246,4.291355258,1
5.731042139,311.7970421,3.675807027,0
6.563356597,467.0884417,5.292950181,1
5.303764337,461.5304456,4.024520851,0
7.647871554,393.5132565,3.078672724,1
7.95145117,631.4986231,3.886882386,0
8.832142261,410.3224303,3.914511885,0
8.250830009,287.2860574,2.604707845,1
5.860574155,484.2798902,4.277241102,0
8.182103306,449.3616793,4.605237762,1
7.889579345,409.1135118,3.227360082,1
8.713482927,568.3046706,2.922194979,0
6.185924892,453.7059933,4.090264382,0
9.079715109,342.5013872,4.551724494,0
8.379512703,396.0527818,3.749818066,1
9.221955642,344.9703629,4.294251987,0
9.370696575,391.8413032,4.380796942,0
7.487573364,550.817564,1.801326999,1
6.028348785,348.6185433,3.142083954,0
6.283318587,365.4008092,4.153989991,0
5.666446145,333.1565382,3.836823301,0
6.985303737,518.7327779,3.081799008,1
7.273368228,383.9475373,4.196421036,1
7.449659686,293.8334657,4.370404422,1
7.618119572,426.1037151,3.769699537,1
6.698153869,468.472601,3.758179651,1
7.02729686,476.5794564,3.392666423,1
8.610963032,388.1377538,4.614400405,0
7.423586012,287.5729466,3.365397495,1
5.456680888,427.182531,3.799472549,0
9.612898964,505.1220153,4.016409562,0
8.246919871,450.4413518,4.096619667,1
6.641174116,439.1213011,3.154701122,1
6.64606727,436.3969952,3.053983121,1
7.164478295,429.7662233,4.998203435,1
8.285071527,421.2968495,4.274661333,1
6.110022206,413.6735861,2.817780458,0
8.316663722,411.6160703,2.695799697,1
9.004680613,382.6222745,3.775014984,0
6.886512603,260.5661636,3.599756493,1
9.293621613,486.0593044,3.661882214,0
6.985192202,413.2483341,4.246201595,1
5.094164361,567.7842757,4.710936484,0
6.150034401,421.060326,3.444442492,0
6.18969926,421.6252381,3.02737148,0
7.497987815,521.320673,5.738991025,1
6.965279872,500.3864689,3.969318296,1
5.412119545,464.108595,5.680346587,0
7.503085765,426.1752532,4.305513625,1
8.581042821,508.6811449,2.883145377,0
5.530055021,499.9375021,3.327472139,0
8.743958545,466.5925435,4.11897308,0
9.05238369,285.9980485,4.259719452,0
8.077260886,542.2114326,4.279871302,1
6.682097359,330.0447146,3.44982947,1
4.731320076,590.507222,5.457892224,0
9.241419974,374.0216552,4.718850871,0
5.628313272,577.40281,4.061644661,0
4.857802624,393.820412,3.966570845,0
8.430471662,399.6064941,3.253920433,1
6.81760838,344.967064,3.04829206,1
5.91375532,478.7730832,4.023775902,0
5.500276575,375.1422771,5.147535911,0
5.608623152,343.2427106,3.777508267,0
5.609235359,356.4767227,3.224675518,0
5.859822104,360.1074405,3.426634075,0
6.417716047,571.6288923,4.210327061,0
6.170526139,353.6042916,3.652207496,0
4.034063411,552.1621808,5.024742307,0
4.979468811,482.4062361,3.439021651,0
8.097453771,323.8121162,4.279082404,1
8.468741063,337.7135686,2.876995631,1
7.870853412,377.0679724,4.221613951,1
7.679595096,398.7797464,3.297525234,1
7.226592711,479.6997629,4.337116899,1
8.659113027,361.705354,2.89577428,0
6.360195819,360.6480784,2.713248379,0
10.48560365,232.613624,4.669239858,0
6.603416523,487.556493,4.270816604,1
5.713322921,378.8738546,4.571127866,0
4.767472455,486.8060508,3.893377808,0
9.609834365,461.9289812,4.308357589,0
9.186453377,456.5122738,3.453861456,0
9.960689858,555.9329912,3.434538463,0
6.102306794,356.8058547,4.280766478,0
6.792655098,375.0728751,1.917754393,1
5.910539738,386.3075461,4.007508148,0
6.125810325,266.3577439,4.953057691,0
5.836104525,472.064091,3.738990829,0
10.66736393,518.1018161,4.135568909,0
8.628301074,494.1545047,5.100857854,0
6.26011129,468.3769554,5.403614892,0
10.80815694,461.076821,4.362542227,0
7.371914156,387.5894272,4.338957326,1
4.825591458,433.2764907,3.463097154,0
4.868827135,372.8039093,3.255600174,0
7.395450847,331.6738244,4.990235633,1
8.86211271,367.5700816,4.955081793,0
6.00897361,521.5615613,4.012340383,0
7.607223911,401.509481,3.525027131,1
6.683367697,457.5515592,5.208061134,1
6.638411449,261.4352152,5.16405662,1
9.271355447,437.8795085,4.333952898,0
3.629922065,570.28826,4.754826393,0
8.378108023,437.3669088,4.52469297,1
6.923636014,467.7523179,4.013338801,1
5.893103408,289.5375295,4.390701604,0
8.197353369,416.8703326,3.361833324,1
8.372910285,494.6204407,4.906358241,1
8.989900091,605.4657471,4.613842848,0
6.702546553,294.5828325,3.442983035,1
6.069615757,496.8728455,3.669711704,0
4.668101687,316.9217755,4.43582091,0
7.808856018,469.8950016,2.798242842,1
9.419510316,634.1181328,3.298875499,0
5.126762923,400.3307976,4.708658468,0
7.874671358,437.5154214,2.309149057,1
8.316765884,363.2665162,4.628770537,1
9.092223456,398.4108134,4.075075425,0
5.584086638,280.4679159,2.559708228,0
10.22386216,283.6516335,2.672988737,0
8.635848719,474.6076449,4.401424715,0
7.360640106,425.3834195,3.662291783,1
7.119824384,347.7150273,3.445756223,1
6.347271761,516.7432819,4.376348291,0
9.181560007,477.9746419,4.503660796,0
7.371050302,469.9145515,2.560299148,1
6.660212026,523.6712975,3.749701241,1
5.400301781,472.8740733,4.82478639,0
6.514415093,413.2904501,5.200885077,1
3.445061864,441.7858757,4.184396969,0
7.181448581,342.1112863,5.088859989,1
10.43329098,412.9868338,5.057310517,0
7.414148196,411.9833642,3.160624468,1
5.115817064,441.7483793,3.902088768,0
3.641629777,456.8600959,3.464353035,0
9.267187531,396.8769491,4.324004646,0
5.331940479,335.1203984,4.434820258,0
7.145771545,332.0327063,5.182590704,1
9.920691059,333.1924699,4.69070723,0
6.953864226,391.1843151,3.195710328,1
10.68296643,323.8079132,3.999775382,0
8.757257397,404.7177992,3.626135442,0
7.809631898,605.2201244,2.447444464,0
6.652488091,545.9749938,3.742090426,1
9.147197055,527.70891,3.794531591,0
10.56074464,456.5564021,3.96468635,0
8.520806573,481.3188027,3.94060453,0
4.999413811,405.330482,4.460683932,0
3.906078355,269.4490512,3.902879712,0
6.391353624,369.3381209,3.923749169,0
7.261550522,501.1827807,3.636364183,1
7.160467231,428.0363444,3.884891044,1
5.704764776,504.378681,4.157533407,0
6.217273135,556.65371,5.325833446,0
3.514545529,307.379142,3.762615331,0
3.722500486,467.5629729,3.662837732,0
6.455004797,477.5813462,2.293431406,0
7.316804754,425.9134002,3.50837265,1
7.408985467,504.1459941,3.772420928,1
5.976769618,514.1189201,2.994671096,0
6.395359132,573.4002951,4.191217515,0
6.762832522,465.4137746,4.916579161,1
9.918717064,430.5077069,3.385508444,0
10.15544017,487.459131,5.00246726,0
8.721726711,506.9383527,2.555026904,0
9.02678772,588.3196505,2.019042018,0
6.953371603,551.1433372,3.651865808,1
6.140877557,548.0727613,5.359460295,0
7.077874007,333.0507859,4.764508265,1
5.488314309,441.3311375,5.066786272,0
7.205559175,418.4332899,3.710053126,1
9.177869866,426.9943932,3.108769988,0
4.270716195,349.5189104,3.763905903,0
8.52616987,474.2404823,5.083014142,0
8.490571562,435.0008983,3.875556805,1
8.858401531,344.3033625,5.525726338,0
6.098156521,245.859632,3.977362364,0
8.419970682,463.6472774,3.962478314,1
7.875895135,445.3741474,4.238589203,1
7.725332908,339.4113267,3.724836704,1
3.388090611,353.9129274,2.798600948,0
7.183825723,290.4238384,4.597165512,1
10.1119767,403.0418101,3.425763242,0
6.877456933,342.1963466,3.827650072,1
8.550875469,432.28527,3.772886607,0
10.30847766,382.9515048,3.285077052,0
7.371085073,363.1685384,4.412589537,1
6.506487767,481.7719343,3.548775589,1
6.643935775,437.9090052,3.812952926,1
5.03377399,500.6373262,3.244948477,0
6.912607562,439.6480512,2.612248953,1
7.977635991,473.6624528,3.5521295,1
6.078335837,360.0604774,4.201580906,0
6.242414484,448.2425267,4.508705098,0
6.06335479,327.2702387,3.467336915,0
8.129585514,397.0214276,3.362537135,1
9.562405944,433.3816667,3.762719837,0
8.167792632,525.5987875,4.289395484,1
6.825467901,373.4272355,3.027449578,1
7.861177701,469.4869612,4.157656628,1
4.96577356,386.4133315,3.421766849,0
6.207432968,533.7958508,3.549298841,0
9.769251006,353.1964755,4.636556195,0
9.63066548,417.1670729,4.920091158,0
7.633570088,420.5341718,2.927066767,1
5.77119905,313.7019343,4.688959065,0
6.579969329,254.3932756,4.575931872,1
4.801154368,587.3950117,4.418638132,0
6.906992172,356.4591369,2.124759352,1
7.726134808,472.2589937,3.720636904,1
8.927078148,380.1972,4.601860959,0
6.20801554,481.1956735,4.334615732,0
6.128425635,415.0087369,4.633823862,0
7.308048848,415.6072778,3.696119712,1
8.640886409,309.9832868,5.263101572,0
8.153210075,487.9083272,2.905788134,1
8.29372011,399.4836212,3.954715283,1
7.830976343,507.4454883,4.588784657,1
4.430281212,434.7812671,4.384565156,0
7.240739639,579.2203941,3.556297467,1
6.867301322,484.1229389,3.82359504,1
6.129637015,341.3885767,4.615886181,0
7.917049443,358.7817362,3.659484625,1
6.511618075,475.3413507,4.850433708,1
5.323815584,580.8977004,2.880721846,0
6.769572869,289.5424601,5.22054027,1
5.87797404,538.4954044,4.032259504,0
6.340027628,435.5004571,3.686001324,0
5.653506135,272.4405583,5.198985504,0
6.626012184,327.2480786,4.194313129,1
7.793833573,371.216973,4.172935335,1
7.362736502,419.2584481,4.408513182,1
9.320305445,499.8441671,4.205809732,0
3.719791644,427.4959312,2.718397734,0
9.868877881,424.2928308,3.355489791,0
4.126528715,445.2414569,4.460200984,0
5.970035657,327.786642,5.428674072,0
8.369154354,493.4654399,3.629749331,1
7.895469246,407.7322172,4.2369473,1
7.947485786,425.627814,3.70085384,1
10.02615916,517.5128415,4.182277582,0
6.48819324,324.5098409,4.592073571,0
5.869736755,465.6164808,4.689315048,0
5.30414266,497.7903905,4.165723664,0
7.086168401,400.9043497,3.416539753,1
7.957768344,514.421722,3.450745892,1
8.875642278,474.772519,4.006991559,0
6.613709118,374.7703158,3.539771111,1
7.735705022,595.3292635,2.148611536,1
9.925041328,405.9001841,4.703803489,0
9.00258311,366.4917287,4.904837415,0
5.095766465,513.8775793,4.35219347,0
8.594677108,588.8527329,4.754072499,0
7.083779061,434.7477154,3.887680685,1
7.682872498,469.8356255,3.778606788,1
4.443238899,429.544773,3.268324836,0
6.978664262,470.0787053,4.766943236,1
6.623613566,410.2432475,2.915165951,1
3.664710562,291.1484489,3.316157657,0
4.814135621,414.030709,5.190851805,0
7.436782609,522.79373,3.727663719,1
4.723312573,411.2950246,3.917586695,0
9.380658051,503.1706154,4.034349047,0
7.810144933,351.1860809,4.033773709,1
9.406325753,347.9830783,3.097277957,0
6.321259315,491.7653132,4.501457204,0
6.581878202,351.4768394,4.201662864,1
6.755145902,385.1146477,5.162729749,1
9.445129838,592.659021,3.875165247,0
9.024845037,451.143481,3.985250506,0
6.80011909,376.4565931,3.8549399,1
7.174135163,315.5499,3.939895657,1
7.657991237,416.6241889,2.437296288,1
8.322986672,358.7258688,4.052135728,1
9.802720782,512.4287308,2.764633881,0
6.101955231,417.8435527,3.53559633,0
4.997770601,297.61154,3.404632906,0
4.815766791,481.4808283,4.375223811,0
6.548020558,497.3217528,3.611860372,1
6.618010906,401.6697906,4.437695749,1
7.788054733,359.5690815,3.368757217,1
5.191834327,388.7165795,3.859800939,0
6.869638941,539.4668769,4.726702454,1
9.058628424,463.389256,3.65213447,0
7.291888325,439.6493286,5.328712788,1
7.275908774,373.3456926,5.062297798,1
6.512737124,479.5012786,4.612963629,1
7.207886781,468.5628288,3.762741072,1
5.324941856,392.4214958,4.427137926,0
7.082300649,353.0303803,3.485577388,1
10.7618978,392.7040818,4.661798516,0
6.286806948,563.4347751,4.104863275,0
9.794558699,427.1239484,2.945418738,0
8.210443565,391.0688736,4.97605516,1
10.35611883,365.7202915,4.201849441,0
7.958984292,327.623881,4.698007916,1
6.552847474,477.1639068,4.687986155,1
7.628552723,495.9669861,4.182057148,1
4.79084054,608.8468563,3.258858945,0
7.710959939,516.2840829,4.28894682,1
8.291299006,475.9091299,3.424701921,1
9.032660579,390.6572261,4.927218272,0
7.12942473,323.2989152,3.418610803,1
8.075494508,321.7483389,3.682919645,1
10.04967372,442.7680497,5.133477823,0
5.667650647,554.1205362,3.633213756,0
6.79546901,498.665928,5.163088154,1
10.04102797,557.4860613,3.807562606,0
7.296037734,385.6143207,4.168526118,1
5.862641233,331.5701387,5.50742094,0
7.292141805,435.1080173,4.466912564,1
7.82197094,294.6365314,3.532958335,1
9.161088613,379.7251816,4.888061137,0
7.798453676,507.1786883,4.107267203,1
5.564342491,369.5555133,2.285987849,0
7.886591227,326.1153502,4.589983508,1
9.597191857,335.1976082,5.145152871,0
6.964225943,378.0855456,3.990437572,1
7.672909523,401.1408786,4.268227482,1
5.382489039,551.4762022,4.173330283,0
7.022952113,412.7094234,4.971907099,1
10.02622381,388.467266,3.736228471,0
5.500186641,469.795375,4.178478951,0
7.543700466,440.2834456,3.630536578,1
6.848331559,558.8155667,4.396604556,1
9.567822726,492.4115244,4.197919055,0
4.296247024,330.067379,4.163328982,0
8.529669348,498.6508327,3.776040837,0
8.065339036,497.0192345,3.756391707,1
9.158445163,425.7520176,4.525236731,0
8.848586283,479.7919747,4.014681858,0
9.495456382,409.4509977,4.168541279,0
8.052893916,328.4331103,3.634844542,1
6.425873866,502.9910878,3.731936503,0
7.757269666,543.5287986,4.165432286,1
5.117390303,356.8622871,3.937188442,0
7.481535362,518.3755726,4.262065437,1
7.063646976,402.593602,3.39586624,1
6.876451043,349.1860855,4.545340927,1
4.812433652,607.0265423,3.0209959,0
4.788861062,444.8543208,2.896852186,0
6.505872509,265.2511986,4.497528597,1
5.628406919,351.1612132,5.050683115,0
5.966000489,406.8063023,4.177139266,0
6.319431545,307.6913606,2.653126688,0
5.991283475,604.6312629,4.840562301,0
10.27244427,446.4507253,3.179884727,0
6.105140135,314.9650897,3.103089844,0
9.443358884,458.6772315,3.486646409,0
6.887414371,386.6228625,4.564188355,1
6.512900833,296.074382,4.404040365,1
9.739561949,369.5912891,2.568079877,0
5.541979019,517.9357855,3.672975983,0
6.448931033,473.7513016,3.622195522,0
8.544708662,393.8896156,2.31815248,0
6.66400305,347.353336,2.227727884,1
8.736371211,333.6237939,3.802116117,0
7.146976296,520.1113582,4.025762216,1
5.040331692,529.0525353,3.603325615,0
6.259651603,380.2401927,4.213405262,0
5.767349597,424.461152,3.896090487,0
7.088940642,369.9693333,5.661104287,1
8.029181613,431.3047161,4.388551012,1
4.725785565,411.1144853,3.15633142,0
8.19576536,403.189913,3.218709224,1
6.443753668,352.3536228,4.498684931,0
7.039094321,593.3962245,4.366031351,1
6.945224092,367.9979774,4.823082014,1
5.742110407,498.1423861,3.323069564,0
5.59662785,552.3087055,5.235111121,0
7.350378987,557.4956847,3.663922184,1
6.262798867,567.0272739,4.012517558,0
9.927023723,482.8424352,4.051733473,0
4.961352728,449.1471915,3.902837834,0
6.457097525,517.4321968,2.637364885,0
6.53936951,532.5727848,4.527364378,1
6.252410005,484.5857912,2.722908161,0
7.967344823,386.0553312,4.069358772,1
7.60952119,370.27088,3.145842903,1
6.887863944,441.0026117,5.454487652,1
9.879071258,442.3374864,4.218831154,0
7.63876177,394.1809845,4.496626599,1
6.961891686,530.2214099,3.44672846,1
8.060609624,423.4208384,3.60090567,1
7.240271791,325.3877076,3.832597167,1
7.486779709,444.6785788,5.048833995,1
8.410460643,519.0316251,2.977359946,1
6.143921454,469.983324,3.476213304,0
6.384824009,437.7279153,4.144998518,0
9.462666017,485.6972741,2.850183766,0
5.873157137,352.456041,5.120887965,0
7.858662779,374.0728447,3.422470521,1
6.728004386,325.5375394,4.410697353,1
9.11278625,422.039495,4.567087634,0
8.079808358,589.5522114,3.611057441,1
7.078659419,380.4599178,3.696640141,1
8.043889299,430.8368251,3.15994937,1
7.040244978,381.3573499,3.993409764,1
5.483974109,306.3559039,4.063613621,0
8.53440688,341.7601979,2.544733701,0
7.266594535,445.037456,3.357439471,1
7.240351006,534.8009878,3.7829719,1
8.692115322,517.4274709,2.283475159,0
8.639540978,419.788898,4.192932215,0
7.179864149,358.0562635,3.878447314,1
7.163999223,415.5775127,3.354322267,1
6.353110302,389.6832344,2.856175487,0
6.681553568,326.0262267,2.956748075,1
5.445325981,365.0915872,3.946989523,0
7.539881893,444.1166326,4.53159367,1
4.37047658,456.3084539,4.649382034,0
10.31640038,492.2064736,3.407349428,0
6.599593819,447.9877914,4.702310753,1
7.920794564,471.3686946,3.374326523,1
8.237142634,377.6820972,4.939109441,1
4.775983439,459.0835568,4.382161619,0
5.903465715,434.7197472,4.587086719,0
7.705711006,518.043369,3.861956077,1
7.815121778,379.222873,3.096163272,1
6.139743032,494.1291249,3.841221574,0
5.041405028,444.4534957,4.543685761,0
8.675192692,441.2980876,4.97857536,0
7.689358004,529.7465288,4.978556095,1
5.671762326,409.4793779,3.268693507,0
6.624806428,412.9967634,2.840910756,1
6.541007699,530.7996675,2.355934229,1
6.340809022,334.9373022,5.45860969,0
5.980357227,543.3479764,4.247240149,0
6.427512443,566.7547238,6.032994877,0
6.109073312,375.5473617,4.881101138,0
5.842933081,506.7568077,4.143224936,0
5.345887147,492.1354893,2.950360943,0
5.386307352,355.5464203,3.662563465,0
9.919478426,278.7532038,4.11748804,0
9.418296122,596.8258366,4.604633154,0
7.29195704,379.2701222,4.237643894,1
5.608745232,596.0763683,4.644211645,0
5.701154645,509.7678877,3.403136416,0
5.412762498,420.124761,4.091205593,0
5.018132384,467.2180731,4.286478967,0
7.025305942,471.1317159,5.989542791,1
5.770620969,387.1304829,4.240821478,0
8.437875983,587.022609,3.815468994,1
5.907078269,357.2589703,4.296479909,0
10.25273437,528.1216265,3.290372492,0
8.206499938,332.8553213,4.22512093,1
7.286167388,352.6021464,4.686019916,1
8.809296432,350.1166859,3.87905374,0
6.641500687,573.7237623,4.694311216,1
6.145148361,319.4340326,4.600885755,0
5.906441765,385.8128184,4.807495942,0
5.38984593,491.750448,3.577674921,0
5.006562979,303.2563429,3.665205612,0
6.5036382,517.4283917,4.963184434,1
8.742229882,323.7440125,2.842393186,0
8.394397412,376.2411457,2.83390143,1
4.301373467,365.8353748,3.067626699,0
8.313773604,607.9158477,4.290071516,0
3.410359671,351.5203926,3.721765769,0
7.510943342,499.0950566,3.342409054,1
6.978290868,564.6475642,4.931878079,1
7.46072722,377.68222,3.949014618,1
9.049166054,471.9253772,2.814000683,0
9.515140615,501.4468337,3.812887661,0
7.494212047,445.0612309,5.492704955,1
6.624572528,405.8180972,4.333720849,1
6.032188903,349.9821732,3.423831621,0
6.344095425,337.219448,3.843484016,0
7.459144859,494.0943388,3.841052038,1
6.361666803,302.1907102,3.681765114,0
5.739816333,425.0167571,2.722571208,0
8.805177745,299.2797747,5.176205069,0
8.003031485,561.6131872,3.137551206,1
6.427365144,332.6127519,3.568823153,0
6.124672271,467.171822,3.631006709,0
8.457901037,370.7121076,4.914276095,1
5.772197394,414.0150432,3.078985839,0
7.895045662,472.0429124,3.084431233,1
8.576739928,389.2927845,3.916114733,0
5.596729818,424.2570133,3.826158191,0
8.145632374,376.6698777,4.307547519,1
6.665495068,318.5643304,3.928495392,1
6.499067998,593.5617556,4.355880125,0
9.735889388,449.3677902,5.573210319,0
9.268281895,431.4754122,5.255703382,0
6.475885399,466.64942,4.306112971,0
6.297845634,434.0487022,1.680554025,0
5.284096687,543.1817477,4.800963142,0
8.26994471,405.3406089,3.076479932,1
8.214099764,418.6787647,3.38186391,1
8.719764332,481.8534152,2.887725422,0
6.492638846,652.5375916,4.667770161,0
7.814524321,370.0113729,2.901699556,1
9.652562935,392.7674528,3.192569799,0
7.386837696,458.0441705,4.816705216,1
5.497580321,476.8444591,5.060114929,0
6.268953337,534.5408375,4.674495973,0
4.02905271,503.7324283,4.179656267,0
6.412707042,389.2152949,5.014144884,0
5.548181849,431.9724289,3.945460484,0
7.468617019,453.2113664,3.384178841,1
7.918150471,411.4244826,4.028958007,1
5.433242117,451.5571777,3.675717673,0
6.715719088,411.7955029,2.443008006,1
6.576845323,418.9724666,3.771313518,1
6.6249436,458.9239774,3.546696372,1
8.273643584,344.1549646,3.331583735,1
5.171434094,552.9075895,2.949431503,0
6.9641983,302.9404332,2.395683182,1
9.042582866,377.8579586,4.34844014,0
5.970578908,412.0389222,5.013281168,0
6.273805782,538.2037134,4.510405324,0
6.604007989,430.332754,4.458966913,1
7.14394199,278.4832659,3.792840307,1
8.11644657,436.2905517,2.934697437,1
7.66518778,417.7389884,2.707129162,1
5.555352973,355.2069685,4.536145914,0
7.543931305,369.4276991,3.703191306,1
7.340170884,412.7065583,3.919139533,1
10.01518906,324.6479088,3.846547549,0
6.334162776,399.5637857,4.038829793,0
8.892998479,466.2454797,3.619132805,0
8.165714933,527.9125436,3.92011648,1
4.931958445,506.5314139,5.045982883,0
8.977821883,492.0978246,3.199999614,0
7.372611796,551.1452068,3.182521119,1
9.107330383,467.1107616,4.492139949,0
6.704635426,405.7615711,3.42217862,1
3.623165848,388.7526203,5.370205549,0
7.966856824,461.3562275,5.115430914,1
8.907987118,426.186565,4.641258532,0
5.898726325,312.3885856,4.899815187,0
9.514626622,453.9184895,2.64503637,0
8.842463656,370.0851534,4.576728706,0
7.721078494,269.0136348,3.22395109,1
9.089421098,449.2599756,4.430116016,0
5.085429353,507.476249,3.96173067,0
9.545270521,498.2669594,4.983903465,0
6.246264054,509.9568642,5.044454778,0
8.596767212,315.4790704,3.238692933,0
6.436444496,379.6753668,3.415851385,0
7.333477726,401.7393087,4.772662701,1
6.144759038,332.5981262,3.082080496,0
5.393345914,505.5423487,4.633854752,0
5.624819996,340.6483926,4.355489162,0
5.768868031,380.0968101,3.092626379,0
5.251353815,315.5361054,4.072252323,0
7.688785916,355.6986132,3.918673156,1
5.842754601,475.1429562,4.490392564,0
9.961247709,398.6809356,3.246583097,0
7.417502637,366.3707236,3.391240667,1
3.633162829,500.8660185,3.349571655,0
9.90081484,345.0198518,2.39500211,0
10.2684305,341.6022087,4.304689262,0
6.017260924,431.7819875,4.427712282,0
7.110845138,505.7355345,5.712792127,1
8.12934172,367.9887837,4.822043564,1
10.25281623,336.1988372,4.559836219,0
9.239440361,575.4219684,3.471971127,0
7.071314192,605.3050414,4.29372656,0
7.115895266,369.534034,3.736020547,1
8.238996597,328.3633983,3.089923749,1
6.161779499,344.3656891,4.003547029,0
7.06184552,353.5104246,3.958248504,1
7.481397772,323.7728426,4.03997629,1
8.082148076,402.6580222,3.373484514,1
7.702183099,646.7325987,4.382159162,0
6.750761186,446.6969391,2.777726265,1
6.323942073,401.3048946,3.575010576,0
8.581428694,384.3056983,3.388448222,0
9.888941401,460.8124249,3.75016351,0
8.390500572,443.4455903,4.150359337,1
7.58194468,414.8109854,4.833345774,1
9.850054687,462.4801989,4.521836127,0
9.663653196,326.777803,4.741944305,0
7.935607325,358.8490033,3.619650737,1
6.920342899,481.9558771,3.266213475,1
10.53809844,340.8088228,3.823092676,0
5.729302912,297.6313652,3.556394812,0
5.335688809,465.0727958,3.921976381,0
6.769834881,389.5162861,3.655789569,1
6.848329601,404.2048592,3.732202018,1
8.589202344,258.880209,4.041445671,0
7.591346094,416.4456175,4.515150114,1
8.137767883,470.8362645,5.003825786,1
5.35256598,422.4225087,4.779187009,0
7.998090254,428.8823659,2.626546784,1
7.442536475,564.7934853,2.191138422,1
5.140800528,378.8971896,4.192257449,0
9.622105987,573.3304971,3.975571849,0
5.361211666,490.658747,1.81252894,0
6.376408434,350.2363264,5.404045773,0
3.94012546,487.9851851,3.478004808,0
6.916825973,392.3635858,4.598622246,1
9.146557556,459.5690214,3.210881939,0
10.26841472,353.6309129,5.199864588,0
7.36876853,496.270851,3.813881276,1
9.393148442,447.0744599,4.665681059,0
7.296572875,353.0629066,4.679168643,1
